Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,0,0,1,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,0,1,0,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,0,1,0,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,0,1,1,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,0,1,1,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,1,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,1,0,0,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,1,0,1,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,1,0,1,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,1,1,0,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,1,1,0,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,1,1,1,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,0,1,1,1,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,0,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,0,0,0,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,0,0,1,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,0,0,1,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,0,1,0,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,0,1,0,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,0,1,1,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,0,1,1,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,1,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,1,0,0,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,1,0,1,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,1,0,1,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,1,1,0,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,1,1,0,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,1,1,1,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,0,1,1,1,1,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,0,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,0,0,0,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,0,0,1,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,0,0,1,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,0,1,0,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,0,1,0,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,0,1,1,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,0,1,1,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,1,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,1,0,0,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,1,0,1,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,1,0,1,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,1,1,0,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,1,1,0,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,1,1,1,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,0,1,1,1,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,0,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,0,0,0,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,0,0,1,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,0,0,1,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,0,1,0,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,0,1,0,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,0,1,1,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,0,1,1,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,1,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,1,0,0,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,1,0,1,0,Health and Wellness,Medical and Dental Mission
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,1,0,1,1,Literacy,ICT Literacy Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,1,1,0,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,1,1,0,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,1,1,1,0,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,1,1,1,1,1,1,1,Socio-economic,Food assistance
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,1,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,1,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,1,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,1,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,1,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,1,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,1,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,1,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,0,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,0,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,0,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,0,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,0,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,0,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,0,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,0,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,1,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,1,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,1,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,1,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,1,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,1,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,1,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,1,1,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,0,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,0,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,0,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,0,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,0,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,0,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,0,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,0,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,1,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,1,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,1,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,1,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,1,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,1,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,1,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,0,1,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,0,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,0,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,0,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,0,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,0,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,0,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,0,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,0,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,1,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,1,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,1,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,1,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,1,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,1,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,1,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,1,1,1,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,0,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,0,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,0,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,0,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,0,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,0,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,0,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,0,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,1,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,1,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,1,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,1,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,1,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,1,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,1,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,0,1,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,0,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,0,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,0,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,0,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,0,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,0,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,0,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,0,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,1,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,1,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,1,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,1,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,1,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,1,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,1,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,0,1,1,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,0,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,0,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,0,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,0,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,0,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,0,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,0,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,0,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,1,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,1,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,1,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,1,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,1,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,1,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,1,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,0,1,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,0,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,0,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,0,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,0,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,0,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,0,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,0,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,0,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,1,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,1,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,1,0,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,1,0,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,1,1,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,1,1,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,1,1,1,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,1,1,1,1,1,1,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,1,0,0,0,0,0,0,0,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,1,0,0,0,0,0,0,1,Socio-economic,Livelihood Program
Babae,18-24,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,1,0,0,0,0,0,1,0,Socio-economic,Livelihood Program
